ref,N,hang,mult
NC_000001.10:89479599-89480358,193,3,0
NC_000001.10:89480924-89481280,51,2,0
NC_000001.10:89486219-89486569,86,7,0
NC_000001.10:89518951-89519277,48,3,0
NC_000001.10:89520429-89520699,13,1,1
NC_000001.10:89520826-89521096,33,2,1
NC_000001.10:89522696-89522966,25,6,0
NC_000001.10:89523655-89524061,60,3,0
NC_000001.10:89524374-89524644,60,14,3
NC_000001.10:89524858-89525304,76,27,3
NC_000001.10:89525923-89526410,86,2,0
NC_000001.10:89528208-89528528,22,2,0
NC_000001.10:89528810-89529080,53,5,0
NC_000001.10:89573644-89574062,109,1,0
NC_000001.10:89575356-89575697,95,11,15
NC_000001.10:89575707-89576051,95,9,15
NC_000001.10:89578100-89578435,67,2,0
NC_000001.10:89579548-89579818,68,10,0
NC_000001.10:89582574-89583022,73,0,0
NC_000001.10:89583122-89583457,39,0,0
NC_000001.10:89585816-89586148,72,2,0
NC_000001.10:89586666-89586989,26,0,0
NC_000001.10:89587461-89587790,86,1,0
NC_000001.10:89597688-89598112,84,0,0
NC_000001.10:89598790-89599137,84,2,0
NC_000001.10:89607179-89607526,55,1,0
NC_000001.10:89613123-89613455,107,1,0
NC_000001.10:89614971-89615401,72,1,0
NC_000001.10:89615986-89616410,71,2,0
NC_000001.10:89617801-89618071,64,4,0
NC_000001.10:89618299-89618634,37,3,0
NC_000001.10:89630374-89630703,42,3,0
NC_000001.10:89637431-89637778,88,7,0
NC_000001.10:89650779-89651286,27,0,0
NC_000001.10:89651865-89652212,49,3,0
NC_000001.10:89652633-89652980,79,2,0
NC_000001.10:89654132-89654470,156,9,0
NC_000001.10:89655720-89656147,51,0,0
NC_000001.10:89656917-89657329,65,0,0
NC_000001.10:89658554-89658824,42,6,1
NC_000001.10:89658934-89659266,42,2,1
NC_000001.10:89660943-89661290,50,0,0
NC_000001.10:89662789-89663127,59,1,0
NC_000001.10:89664439-89664780,66,0,0
NC_000001.10:89726240-89726646,74,1,0
NC_000001.10:89727764-89728105,71,0,0
NC_000001.10:89728271-89728618,70,2,0
NC_000001.10:89729376-89729729,64,1,0
NC_000001.10:89730242-89730663,103,5,0
NC_000001.10:89731931-89732352,116,3,0
NC_000001.10:89732514-89732852,27,0,0
NC_000001.10:89733012-89733359,54,2,0
NC_000001.10:89734372-89734716,46,0,0
NC_000001.10:89734876-89735407,147,2,0
NC_000001.10:89833980-89834348,46,1,0
NC_000001.10:89835068-89835403,60,6,0
NC_000001.10:89843466-89843816,58,7,9
NC_000001.10:89843835-89844188,74,6,9
NC_000001.10:89845921-89846348,61,1,0
NC_000001.10:89847105-89847532,69,2,0
NC_000001.10:89848087-89848428,61,0,0
NC_000001.10:89849041-89849361,51,1,0
NC_000001.10:89849512-89849856,30,0,0
NC_000001.10:89850723-89851203,140,2,0
NC_000001.10:90048019-90050366,701,3,0
NC_000001.10:90058335-90058735,69,1,0
NC_000001.10:90151868-90152206,115,1,0
NC_000001.10:90171775-90172104,150,5,0
NC_000001.10:90178243-90180658,920,0,0
NC_000001.10:90309006-90309344,30,0,0
NC_000001.10:90398509-90401330,1041,1,0
NC_000001.10:90457628-90457963,62,2,0
NC_000001.10:90460650-90460997,27,0,0
NC_000001.10:90463521-90463862,59,1,0
NC_000001.10:90470417-90470986,127,1,0
NC_000001.10:90472877-90473476,147,2,0
NC_000001.10:90475570-90475917,29,0,0
NC_000001.10:90478580-90478909,45,1,0
NC_000001.10:90482786-90483127,29,0,0
NC_000001.10:90484061-90484393,42,1,0
NC_000001.10:90486255-90486590,44,1,0
NC_000001.10:90487690-90488025,73,2,0
NC_000001.10:90492838-90493413,43,0,0
NC_000001.10:91177650-91178267,52,0,0
NC_000001.10:91179943-91180400,106,2,0
NC_000001.10:91182092-91182946,63,1,0
NC_000001.10:91382240-91382578,53,2,0
NC_000001.10:91383487-91384165,95,0,0
NC_000001.10:91402935-91406953,1474,1,0
NC_000001.10:91447735-91448070,40,1,0
NC_000001.10:91726612-91726977,30,0,0
NC_000001.10:91727639-91728226,102,2,0
NC_000001.10:91731479-91731811,52,2,0
NC_000001.10:91733127-91733471,47,1,0
NC_000001.10:91739151-91739480,37,0,0
NC_000001.10:91740076-91740426,55,3,0
NC_000001.10:91742037-91742378,41,6,7
NC_000001.10:91742388-91742723,31,1,7
NC_000001.10:91778818-91779141,33,0,0
NC_000001.10:91779423-91779761,42,1,0
NC_000001.10:91781256-91781760,67,1,2
NC_000001.10:91781821-91782150,60,2,2
NC_000001.10:91784499-91785024,77,2,0
NC_000001.10:91788488-91788903,35,1,0
NC_000001.10:91790177-91790509,45,4,0
NC_000001.10:91808863-91809198,26,0,0
NC_000001.10:91812900-91813259,36,0,0
NC_000001.10:91816165-91816500,16,0,0
NC_000001.10:91817010-91817354,59,1,0
NC_000001.10:91817975-91818301,48,0,0
NC_000001.10:91818504-91818946,117,3,0
NC_000001.10:91840805-91841321,99,0,0
NC_000001.10:91843476-91843826,33,5,6
NC_000001.10:91843835-91844158,59,2,6
NC_000001.10:91844564-91844884,46,0,0
NC_000001.10:91845590-91845925,36,1,0
NC_000001.10:91846259-91846618,28,1,0
NC_000001.10:91850601-91850936,42,2,1
NC_000001.10:91851010-91851449,92,1,1
NC_000001.10:91859558-91860047,71,1,0
NC_000001.10:91861802-91862125,15,0,0
NC_000001.10:91866375-91866737,44,0,0
NC_000001.10:91967170-91967499,46,1,0
NC_000001.10:91973322-91973642,65,2,2
NC_000001.10:91973717-91974046,51,2,2
NC_000001.10:91977016-91977526,133,1,0
NC_000001.10:91978509-91978924,41,0,0
NC_000001.10:91979347-91979703,38,2,0
NC_000001.10:91980310-91980681,45,2,0
NC_000001.10:91981207-91981569,66,0,0
NC_000001.10:91985595-91985921,27,1,0
NC_000001.10:91989478-91990204,175,0,0
NC_000001.10:92100356-92100724,62,0,0
NC_000001.10:92107815-92108799,264,14,17
NC_000001.10:92108846-92109386,189,26,17
NC_000001.10:92149141-92149586,44,0,0
NC_000001.10:92161149-92161487,74,1,0
NC_000001.10:92163446-92163769,25,2,0
NC_000001.10:92174041-92174385,47,2,0
NC_000001.10:92177745-92178264,124,4,0
NC_000001.10:92181768-92182435,197,0,0
NC_000001.10:92184700-92185044,104,3,0
NC_000001.10:92185300-92185798,94,1,0
NC_000001.10:92187422-92187787,60,0,0
NC_000001.10:92193174-92193521,54,2,0
NC_000001.10:92195309-92195665,82,1,0
NC_000001.10:92200258-92200608,71,2,0
NC_000001.10:92223994-92224353,44,0,0
NC_000001.10:92251622-92251993,54,2,0
NC_000001.10:92262817-92263182,64,1,0
NC_000001.10:92266549-92266819,4,0,0
NC_000001.10:92326923-92327303,49,0,0
NC_000001.10:92428144-92428577,140,2,0
NC_000001.10:92430092-92430424,17,1,0
NC_000001.10:92433619-92433969,64,1,0
NC_000001.10:92441763-92442116,38,1,0
NC_000001.10:92442561-92443053,138,1,0
NC_000001.10:92443673-92444008,93,1,0
NC_000001.10:92445068-92445424,70,2,0
NC_000001.10:92446047-92446972,255,3,6
NC_000001.10:92447008-92447343,79,6,6
NC_000001.10:92456554-92456931,22,1,0
NC_000001.10:92457712-92458035,17,0,0
NC_000001.10:92459505-92459825,93,1,0
NC_000001.10:92467555-92467881,49,2,0
NC_000001.10:92469973-92470323,41,0,0
NC_000001.10:92470644-92470994,71,0,0
NC_000001.10:92479769-92480039,11,1,0
NC_000001.10:92495523-92496024,68,0,0
NC_000001.10:92497929-92498273,62,1,0
NC_000001.10:92508283-92508618,77,3,0
NC_000001.10:92510986-92511312,55,1,0
NC_000001.10:92515720-92516073,48,0,0
NC_000001.10:92517977-92518300,55,0,0
NC_000001.10:92528450-92529049,83,0,0
NC_000001.10:92546001-92546428,71,1,0
NC_000001.10:92554157-92554492,74,0,0
NC_000001.10:92567994-92568335,53,1,0
NC_000001.10:92573363-92573689,65,1,0
NC_000001.10:92595110-92595463,42,1,0
NC_000001.10:92604777-92605210,31,0,0
NC_000001.10:92606619-92606939,31,0,0
NC_000001.10:92612659-92613006,76,1,0
NC_000001.10:92613125-92613454,55,1,0
NC_000001.10:92632420-92632767,89,3,0
NC_000001.10:92633247-92633588,51,0,0
NC_000001.10:92634384-92634707,39,1,0
NC_000001.10:92636823-92637149,20,0,0
NC_000001.10:92642334-92643571,228,0,0
NC_000001.10:92643775-92644107,66,2,0
NC_000001.10:92645701-92648214,751,0,0
NC_000001.10:92649315-92650050,164,0,0
NC_000001.10:92696798-92697136,22,0,0
NC_000001.10:92706287-92706649,35,0,0
NC_000001.10:92707691-92708047,39,1,0
NC_000001.10:92709757-92710080,23,3,0
NC_000001.10:92710256-92710594,84,4,0
NC_000001.10:92710957-92711372,56,0,0
NC_000001.10:92711926-92712371,43,1,1
NC_000001.10:92712469-92712804,38,2,1
NC_000001.10:92713354-92713686,42,0,0
NC_000001.10:92728201-92728563,53,2,0
NC_000001.10:92729065-92729394,59,2,0
NC_000001.10:92730004-92730351,29,1,0
NC_000001.10:92731774-92732446,35,0,0
NC_000001.10:92733296-92733741,61,0,0
NC_000001.10:92735110-92735451,24,0,0
NC_000001.10:92737000-92737344,55,2,0
NC_000001.10:92751961-92752290,87,1,0
NC_000001.10:92754449-92754876,112,4,0
NC_000001.10:92755618-92755941,79,1,0
NC_000001.10:92756934-92757266,49,0,0
NC_000001.10:92762845-92763186,21,1,0
NC_000001.10:92763387-92763728,33,1,0
NC_000001.10:92764513-92764848,3,0,0
NC_000001.10:92765673-92766011,48,0,0
NC_000001.10:92766896-92767231,47,1,0
NC_000001.10:92769362-92770009,77,1,0
NC_000001.10:92772688-92773014,42,1,0
NC_000001.10:92786028-92786384,24,0,0
NC_000001.10:92788946-92790040,337,4,0
NC_000001.10:92798819-92799148,113,2,0
NC_000001.10:92801825-92802172,44,1,0
NC_000001.10:92811291-92811626,49,1,0
NC_000001.10:92829277-92829547,3,3,0
NC_000001.10:92846126-92846473,71,2,0
NC_000001.10:92852437-92852784,31,1,0
NC_000001.10:92941462-92941782,57,0,0
NC_000001.10:92944001-92944327,100,0,0
NC_000001.10:92945825-92946714,54,1,0
NC_000001.10:92948321-92948641,15,1,0
NC_000001.10:92948872-92949195,28,0,0
NC_000001.10:92979030-92979700,143,1,0
NC_000001.10:93029116-93029460,55,1,0
NC_000001.10:93070745-93071098,74,2,0
NC_000001.10:93073050-93073376,50,1,0
NC_000001.10:93087729-93088067,44,0,0
NC_000001.10:93089636-93089986,24,1,0
NC_000001.10:93091260-93091583,24,0,0
NC_000001.10:93101647-93102003,67,0,0
NC_000001.10:93128107-93128466,20,1,0
NC_000001.10:93128757-93129095,40,0,0
NC_000001.10:93131290-93131634,86,4,0
NC_000001.10:93142551-93142889,54,2,0
NC_000001.10:93159241-93159579,40,1,0
NC_000001.10:93159737-93160060,88,0,0
NC_000001.10:93160754-93161098,62,0,0
NC_000001.10:93163274-93163621,25,1,0
NC_000001.10:93167562-93167903,57,1,0
NC_000001.10:93168920-93169332,70,0,0
NC_000001.10:93170037-93170381,105,0,0
NC_000001.10:93201842-93202296,87,1,0
NC_000001.10:93257829-93258164,59,0,0
NC_000001.10:93297545-93297895,58,1,0
NC_000001.10:93298384-93298722,57,3,0
NC_000001.10:93298901-93299221,43,2,0
NC_000001.10:93300367-93300637,28,2,0
NC_000001.10:93301831-93302101,29,2,0
NC_000001.10:93302703-93303118,88,2,0
NC_000001.10:93306076-93306559,94,2,0
NC_000001.10:93307380-93307650,20,0,0
NC_000001.10:93308767-93309766,291,2,0
NC_000001.10:93310808-93311078,6,0,0
NC_000001.10:93311900-93312247,85,4,0
NC_000001.10:93312607-93312969,80,3,0
NC_000001.10:93316313-93316651,36,1,0
NC_000001.10:93341794-93342141,62,0,0
NC_000001.10:93426804-93427124,25,0,0
NC_000001.10:93544861-93545229,32,1,0
NC_000001.10:93575653-93576264,90,0,0
NC_000001.10:93580078-93580757,80,1,0
NC_000001.10:93580964-93581293,39,0,0
NC_000001.10:93583810-93584145,19,0,0
NC_000001.10:93584764-93585099,26,0,0
NC_000001.10:93586049-93586399,33,0,0
NC_000001.10:93592608-93592967,58,3,0
NC_000001.10:93594750-93595082,56,2,0
NC_000001.10:93599179-93599852,79,4,0
NC_000001.10:93602076-93602755,206,2,0
NC_000001.10:93620077-93620575,98,0,0
NC_000001.10:93621522-93622118,147,3,0
NC_000001.10:93625544-93625879,29,0,0
NC_000001.10:93645454-93646471,138,0,0
NC_000001.10:93648845-93649180,73,1,0
NC_000001.10:93649428-93649757,98,0,0
NC_000001.10:93651757-93652089,16,1,0
NC_000001.10:93657404-93657748,43,0,0
NC_000001.10:93659046-93659366,53,1,0
NC_000001.10:93667303-93667641,29,1,0
NC_000001.10:93670952-93671317,43,3,0
NC_000001.10:93672606-93673030,121,0,0
NC_000001.10:93676260-93676595,59,1,0
NC_000001.10:93677559-93677900,39,1,0
NC_000001.10:93680223-93680647,47,1,0
NC_000001.10:93682102-93682443,33,0,0
NC_000001.10:93683155-93683502,23,2,0
NC_000001.10:93687089-93687575,94,1,0
NC_000001.10:93691721-93692074,47,1,0
NC_000001.10:93697900-93698226,74,0,0
NC_000001.10:93701709-93702038,28,1,0
NC_000001.10:93704845-93705479,113,0,0
NC_000001.10:93711569-93711910,89,2,0
NC_000001.10:93712247-93712588,36,0,0
NC_000001.10:93719981-93720328,48,2,0
NC_000001.10:93721806-93722183,51,0,0
NC_000001.10:93724249-93724596,57,3,0
NC_000001.10:93730114-93730520,73,0,0
NC_000001.10:93735784-93736442,159,1,0
NC_000001.10:93743889-93744295,67,2,0
NC_000001.10:93811979-93812554,129,1,0
NC_000001.10:93819305-93819655,61,0,0
NC_000001.10:93825930-93826348,65,1,0
NC_000001.10:93913608-93913952,7,0,0
NC_000001.10:93964892-93965215,97,3,0
NC_000001.10:93987499-93987825,8,1,0
NC_000001.10:93988796-93989146,62,1,0
NC_000001.10:93989688-93990011,59,4,0
NC_000001.10:93995142-93995483,81,2,0
NC_000001.10:93996182-93996505,19,0,0
NC_000001.10:93998391-93998711,79,2,0
NC_000001.10:94000209-94000583,43,0,0
NC_000001.10:94001761-94002108,73,1,0
NC_000001.10:94006454-94006795,38,2,0
NC_000001.10:94009515-94009918,72,1,0
NC_000001.10:94012295-94012642,77,0,0
NC_000001.10:94012772-94013125,30,0,0
NC_000001.10:94014730-94015080,31,1,0
NC_000001.10:94016380-94016881,143,1,0
NC_000001.10:94017737-94018220,100,0,0
NC_000001.10:94027644-94028062,41,0,0
NC_000001.10:94032829-94033176,85,5,9
NC_000001.10:94033189-94033527,22,7,9
NC_000001.10:94036990-94037503,95,1,0
NC_000001.10:94041528-94041854,104,0,0
NC_000001.10:94047783-94048613,164,2,0
NC_000001.10:94049493-94049834,37,0,0
NC_000001.10:94054525-94055115,91,0,0
NC_000001.10:94057776-94058123,82,0,0
NC_000001.10:94079241-94079674,104,0,0
NC_000001.10:94107659-94107994,26,0,0
NC_000001.10:94140134-94140641,77,1,0
NC_000001.10:94312267-94312599,10,2,0
NC_000001.10:94335212-94335577,59,1,0
NC_000001.10:94336151-94336492,38,0,0
NC_000001.10:94337504-94337848,65,2,0
NC_000001.10:94338523-94338855,60,0,0
NC_000001.10:94341139-94341477,90,1,0
NC_000001.10:94341781-94343559,521,0,0
NC_000001.10:94344516-94344881,58,1,0
NC_000001.10:94354355-94354841,86,1,0
NC_000001.10:94360060-94360389,64,0,0
NC_000001.10:94362138-94362494,86,2,0
NC_000001.10:94363234-94363575,33,0,0
NC_000001.10:94366956-94367294,23,0,0
NC_000001.10:94369861-94370223,65,0,0
NC_000001.10:94374568-94374939,2,0,0
NC_000001.10:94458546-94458816,7,0,0
NC_000001.10:94461607-94461927,72,6,0
NC_000001.10:94463389-94463831,35,2,0
NC_000001.10:94466236-94466693,63,0,0
NC_000001.10:94467111-94467695,126,1,0
NC_000001.10:94470952-94471296,28,1,0
NC_000001.10:94473142-94473477,34,2,0
NC_000001.10:94473574-94473942,24,0,0
NC_000001.10:94474149-94474511,40,0,0
NC_000001.10:94476075-94476481,86,1,0
NC_000001.10:94476740-94477078,43,1,0
NC_000001.10:94479940-94480281,54,1,0
NC_000001.10:94481180-94481521,35,1,0
NC_000001.10:94485048-94485386,56,1,0
NC_000001.10:94486765-94487603,117,0,0
NC_000001.10:94488854-94489192,48,1,0
NC_000001.10:94490405-94490770,34,1,0
NC_000001.10:94494975-94495334,22,0,0
NC_000001.10:94495917-94496258,39,2,0
NC_000001.10:94496510-94496842,71,4,0
NC_000001.10:94497296-94497747,44,2,0
NC_000001.10:94502204-94502557,32,3,2
NC_000001.10:94502646-94502999,57,3,2
NC_000001.10:94505519-94505887,55,0,0
NC_000001.10:94506635-94506973,57,2,0
NC_000001.10:94508237-94508587,91,1,0
NC_000001.10:94508861-94509211,22,1,0
NC_000001.10:94510068-94510424,81,2,0
NC_000001.10:94511115-94511548,74,0,0
NC_000001.10:94512410-94512772,19,1,0
NC_000001.10:94514236-94514586,79,2,0
NC_000001.10:94517037-94517408,61,1,0
NC_000001.10:94520545-94520874,59,1,0
NC_000001.10:94522127-94522530,72,1,0
NC_000001.10:94526048-94526478,154,3,0
NC_000001.10:94528078-94528416,47,3,0
NC_000001.10:94528535-94528870,61,0,0
NC_000001.10:94543229-94543573,84,2,0
NC_000001.10:94544064-94544411,64,0,0
NC_000001.10:94544796-94545158,56,4,0
NC_000001.10:94545866-94546293,68,2,0
NC_000001.10:94548762-94549097,33,1,0
NC_000001.10:94564213-94564557,68,3,0
NC_000001.10:94568507-94568872,72,5,0
NC_000001.10:94574066-94574401,15,0,0
NC_000001.10:94576892-94577239,54,1,0
NC_000001.10:94578445-94578777,34,0,0
NC_000001.10:94586402-94586752,55,2,0
NC_000001.10:94639260-94640330,332,1,0
NC_000001.10:94643076-94643832,138,0,0
NC_000001.10:94645202-94645626,43,0,0
NC_000001.10:94649603-94649935,41,1,0
NC_000001.10:94650406-94650768,56,2,4
NC_000001.10:94650780-94651136,52,3,4
NC_000001.10:94651916-94652272,42,2,0
NC_000001.10:94654266-94654613,53,6,5
NC_000001.10:94654640-94654975,72,0,5
NC_000001.10:94655406-94655774,47,1,0
NC_000001.10:94667224-94667595,25,1,0
NC_000001.10:94667888-94668380,145,0,1
NC_000001.10:94668419-94668849,41,1,1
NC_000001.10:94669348-94669686,72,2,0
NC_000001.10:94670531-94670884,83,1,0
NC_000001.10:94671024-94671368,87,2,0
NC_000001.10:94674218-94674553,34,2,1
NC_000001.10:94674643-94675002,54,1,1
NC_000001.10:94685645-94685998,60,1,0
NC_000001.10:94696897-94697315,67,2,0
NC_000001.10:94883918-94884247,14,0,0
NC_000001.10:94921149-94921499,122,5,0
NC_000001.10:94923987-94924316,36,1,0
NC_000001.10:94930216-94930542,52,1,0
NC_000001.10:94933358-94933690,22,0,0
NC_000001.10:94939148-94939501,63,0,0
NC_000001.10:94940608-94940943,12,0,0
NC_000001.10:94941035-94941382,34,0,0
NC_000001.10:94943688-94944047,8,0,0
NC_000001.10:94945885-94946232,36,2,0
NC_000001.10:94948600-94948941,78,2,0
NC_000001.10:94953095-94953658,143,2,0
NC_000001.10:94955208-94955635,126,2,0
NC_000001.10:94956596-94956946,29,0,0
NC_000001.10:94964069-94964683,164,2,0
NC_000001.10:94964950-94965327,67,3,0
NC_000001.10:94972027-94972389,34,0,0
NC_000001.10:94980530-94980865,36,2,0
NC_000001.10:94982448-94982872,45,0,0
NC_000001.10:94995838-94996167,45,1,0
NC_000001.10:94997841-94998206,38,0,0
NC_000001.10:94998592-94998948,66,1,0
NC_000001.10:95001511-95001849,55,0,0
NC_000001.10:95005666-95006001,55,0,0
NC_000001.10:95006948-95007378,25,1,0
NC_000001.10:95211284-95211646,29,1,0
NC_000001.10:95285856-95286206,7,0,0
NC_000001.10:95286314-95286661,41,0,0
NC_000001.10:95290014-95290355,34,0,0
NC_000001.10:95291206-95291562,29,2,0
NC_000001.10:95292880-95293230,51,3,0
NC_000001.10:95293992-95294321,50,2,0
NC_000001.10:95303186-95303548,39,1,0
NC_000001.10:95305346-95305693,128,3,0
NC_000001.10:95307493-95307852,79,3,0
NC_000001.10:95310688-95311047,54,1,0
NC_000001.10:95322867-95323193,42,1,0
NC_000001.10:95330201-95330539,20,1,0
NC_000001.10:95332697-95333029,81,1,0
NC_000001.10:95356609-95356953,31,0,0
NC_000001.10:95357712-95358133,107,1,0
NC_000001.10:95360228-95360646,71,1,0
NC_000001.10:95363133-95363773,159,1,0
NC_000001.10:95364899-95365228,26,2,0
NC_000001.10:95367134-95367484,91,2,4
NC_000001.10:95367525-95367845,66,2,4
NC_000001.10:95368607-95369254,85,1,0
NC_000001.10:95392314-95392661,13,0,0
NC_000001.10:95448431-95449000,144,2,0
NC_000001.10:95492650-95492970,68,2,0
NC_000001.10:95530373-95530732,32,0,0
NC_000001.10:95538197-95538556,75,2,0
NC_000001.10:95609430-95609750,41,2,0
NC_000001.10:95614202-95614531,31,0,0
NC_000001.10:95615692-95616039,28,0,0
NC_000001.10:95616827-95617174,72,1,0
NC_000001.10:95639242-95639577,48,1,0
NC_000001.10:95657058-95657633,154,1,0
NC_000001.10:95696328-95696681,51,0,0
NC_000001.10:95699682-95700023,20,1,0
NC_000001.10:95705207-95705554,95,3,0
NC_000001.10:95709670-95710352,222,3,0
NC_000001.10:95712008-95712571,220,1,0
NC_000001.10:97187241-97187585,62,0,0
NC_000001.10:97188884-97189252,72,2,0
NC_000001.10:97215010-97215336,32,0,0
NC_000001.10:97216807-97217222,35,0,0
NC_000001.10:97235229-97235564,49,0,0
NC_000001.10:97236183-97236515,58,2,0
NC_000001.10:97242994-97243531,71,2,0
NC_000001.10:97250591-97250953,50,2,0
NC_000001.10:97270228-97270605,22,1,0
NC_000001.10:97271753-97272118,126,2,0
NC_000001.10:97272307-97272630,90,1,0
NC_000001.10:97278214-97279115,256,2,0
NC_000001.10:97544341-97544848,92,0,0
NC_000001.10:97547705-97548070,84,1,0
NC_000001.10:97563968-97564321,80,4,0
NC_000001.10:97658614-97658946,19,1,0
NC_000001.10:97700348-97700695,65,3,0
NC_000001.10:97770627-97770974,132,2,0
NC_000001.10:97771614-97771982,59,0,0
NC_000001.10:97839052-97839378,44,0,0
NC_000001.10:97847819-97848142,23,1,0
NC_000001.10:97915476-97915796,84,1,0
NC_000001.10:97981171-97981610,47,0,0
NC_000001.10:98015047-98015391,81,2,0
NC_000001.10:98039275-98039625,59,1,0
NC_000001.10:98058635-98058973,90,1,0
NC_000001.10:98060493-98060837,30,0,0
NC_000001.10:98144483-98144839,11,1,0
NC_000001.10:98157138-98157476,50,1,0
NC_000001.10:98164853-98165212,102,3,0
NC_000001.10:98165605-98165955,78,1,0
NC_000001.10:98186199-98186558,61,2,0
NC_000001.10:98186899-98187246,60,1,0
NC_000001.10:98205846-98206196,74,4,0
NC_000001.10:98293490-98293855,103,3,0
NC_000001.10:98348693-98349052,87,0,0
NC_000001.10:98349193-98349525,24,1,0
NC_000001.10:98386361-98386681,18,0,0
NC_000001.10:98510365-98511065,156,1,0
NC_000001.10:98511462-98511806,56,1,0
NC_000001.10:99127126-99127461,3,1,0
NC_000001.10:99128137-99128484,96,4,0
NC_000001.10:99150432-99150782,40,0,0
NC_000001.10:99156585-99156905,57,0,0
NC_000001.10:99157072-99157410,40,0,0
NC_000001.10:99161042-99161410,55,1,0
NC_000001.10:99164261-99164611,78,1,0
NC_000001.10:99167315-99167638,47,1,0
NC_000001.10:99203642-99203971,66,1,0
NC_000001.10:99225605-99225875,14,1,0
NC_000001.10:99358396-99358749,31,2,0
NC_000001.10:99380272-99380622,69,2,0
NC_000001.10:99387371-99387715,56,2,0
NC_000001.10:99418511-99418950,79,0,0
NC_000001.10:99422025-99422378,80,1,0
NC_000001.10:99469838-99470348,37,1,0
NC_000001.10:99729824-99730266,18,0,0
NC_000001.10:99753390-99753719,102,4,0
